index,filename,image_id,airlight,beta,height,width,input_psnr,input_ssim,baseline_psnr,baseline_ssim,current_psnr,current_ssim,delta_psnr,delta_ssim,airlight_bin,beta_bin,airlight_beta_bin,baseline_strength_bin
1,1000_0.73_1.8.png,1000,0.73,1.8,480,640,21.34797847782968,0.9399944543838501,29.904107162371222,0.9895455241203308,29.083606036605914,0.9898658394813538,-0.8205011257653076,0.0003203153610229492,0.65<=A<0.75,beta>=1.7,0.65<=A<0.75 | beta>=1.7,baseline_middle_50
2,100_0.5_1.76.png,100,0.5,1.76,400,400,15.609945657187724,0.7223281264305115,29.721086545084738,0.9864143133163452,28.333793097829883,0.9874917268753052,-1.387293447254855,0.001077413558959961,A<0.65,beta>=1.7,A<0.65 | beta>=1.7,baseline_middle_50
3,101_0.83_1.44.png,101,0.83,1.44,400,400,10.359807369608907,0.720355749130249,24.87746108570493,0.9673864245414734,23.83835743973669,0.9636284112930298,-1.0391036459682397,-0.0037580132484436035,0.75<=A<0.85,1.4<=beta<1.7,0.75<=A<0.85 | 1.4<=beta<1.7,baseline_weakest_25
4,102_0.67_1.36.png,102,0.67,1.36,400,400,11.457589744981323,0.7599693536758423,24.86364373094494,0.9699099063873291,24.236561475140324,0.9634947776794434,-0.6270822558046163,-0.006415128707885742,0.65<=A<0.75,1.1<=beta<1.4,0.65<=A<0.75 | 1.1<=beta<1.4,baseline_weakest_25
5,103_0.94_0.98.png,103,0.94,0.98,400,400,12.420238502475016,0.786376416683197,27.207209807809374,0.9776241183280945,26.528454063404272,0.9736794233322144,-0.6787557444051018,-0.003944694995880127,0.85<=A<0.95,0.8<=beta<1.1,0.85<=A<0.95 | 0.8<=beta<1.1,baseline_weakest_25
6,104_0.91_1.41.png,104,0.91,1.41,400,400,10.346996004583302,0.7144492864608765,25.264576215095573,0.9665979146957397,24.154585982412954,0.962372899055481,-1.1099902326826196,-0.004225015640258789,0.85<=A<0.95,1.4<=beta<1.7,0.85<=A<0.95 | 1.4<=beta<1.7,baseline_weakest_25
7,105_0.84_0.8.png,105,0.84,0.8,400,400,21.790187248062463,0.9608063101768494,26.024787870925135,0.979087769985199,25.794656549643122,0.9795946478843689,-0.23013132128201264,0.0005068778991699219,0.75<=A<0.85,0.8<=beta<1.1,0.75<=A<0.85 | 0.8<=beta<1.1,baseline_weakest_25
8,106_0.59_1.07.png,106,0.59,1.07,400,400,24.377562460410246,0.9747257828712463,28.05635926509309,0.978809654712677,27.96966657098106,0.9809557199478149,-0.08669269411202762,0.0021460652351379395,A<0.65,0.8<=beta<1.1,A<0.65 | 0.8<=beta<1.1,baseline_weakest_25
9,107_0.89_1.5.png,107,0.89,1.5,400,400,12.54811371449331,0.8407064080238342,27.54776384209771,0.9805694222450256,25.340984198773636,0.9759136438369751,-2.2067796433240723,-0.004655778408050537,0.85<=A<0.95,1.4<=beta<1.7,0.85<=A<0.95 | 1.4<=beta<1.7,baseline_weakest_25
10,108_0.73_1.27.png,108,0.73,1.27,400,400,18.199268428950226,0.9230210185050964,27.29433627478447,0.9805951714515686,26.41685705613069,0.9791178703308105,-0.8774792186537788,-0.0014773011207580566,0.65<=A<0.75,1.1<=beta<1.4,0.65<=A<0.75 | 1.1<=beta<1.4,baseline_weakest_25
11,109_0.74_1.74.png,109,0.74,1.74,400,400,14.103398922125699,0.8613152503967285,28.483922764269018,0.9858643412590027,29.29481432792899,0.9889912605285645,0.8108915636599718,0.0031269192695617676,0.65<=A<0.75,beta>=1.7,0.65<=A<0.75 | beta>=1.7,baseline_weakest_25
12,10_0.6_1.67.png,10,0.6,1.67,400,400,16.447699349708618,0.870558500289917,29.360717655453712,0.9910674095153809,28.627184624083398,0.9915305972099304,-0.7335330313703139,0.00046318769454956055,A<0.65,1.4<=beta<1.7,A<0.65 | 1.4<=beta<1.7,baseline_middle_50
13,110_0.68_1.22.png,110,0.68,1.22,400,400,19.501371282483888,0.9362725615501404,28.79382815115132,0.9914843440055847,27.919246995402066,0.9893113970756531,-0.8745811557492544,-0.0021729469299316406,0.65<=A<0.75,1.1<=beta<1.4,0.65<=A<0.75 | 1.1<=beta<1.4,baseline_middle_50
14,111_0.98_0.89.png,111,0.98,0.89,400,400,18.76340486211127,0.9268628358840942,28.569480310995722,0.9852105379104614,27.819009361761154,0.9826988577842712,-0.7504709492345683,-0.0025116801261901855,A>=0.95,0.8<=beta<1.1,A>=0.95 | 0.8<=beta<1.1,baseline_weakest_25
15,112_0.54_0.98.png,112,0.54,0.98,400,400,24.955849219672803,0.9711683988571167,26.979075833243783,0.9920671582221985,26.61383682961699,0.9884142279624939,-0.36523900362679385,-0.00365293025970459,A<0.65,0.8<=beta<1.1,A<0.65 | 0.8<=beta<1.1,baseline_weakest_25
16,113_0.71_1.48.png,113,0.71,1.48,400,400,12.738859149551786,0.7542374730110168,32.05795331867175,0.9853059649467468,31.671157425907758,0.9846225380897522,-0.38679589276399184,-0.0006834268569946289,0.65<=A<0.75,1.4<=beta<1.7,0.65<=A<0.75 | 1.4<=beta<1.7,baseline_middle_50
17,114_0.7_0.91.png,114,0.7,0.91,400,400,15.969496373066253,0.8625573515892029,34.35732628106797,0.9907395243644714,34.63525523520314,0.9911083579063416,0.27792895413517016,0.0003688335418701172,0.65<=A<0.75,0.8<=beta<1.1,0.65<=A<0.75 | 0.8<=beta<1.1,baseline_middle_50
18,115_0.52_0.82.png,115,0.52,0.82,400,400,19.582632142951933,0.9146227836608887,35.023676438151284,0.99349445104599,36.55498225955282,0.9941326975822449,1.5313058214015385,0.0006382465362548828,A<0.65,0.8<=beta<1.1,A<0.65 | 0.8<=beta<1.1,baseline_middle_50
19,116_0.73_1.62.png,116,0.73,1.62,400,400,11.931531955251709,0.7238272428512573,31.41403444007811,0.9832514524459839,30.822697806169835,0.9817607998847961,-0.5913366339082771,-0.0014906525611877441,0.65<=A<0.75,1.4<=beta<1.7,0.65<=A<0.75 | 1.4<=beta<1.7,baseline_middle_50
20,117_0.69_1.13.png,117,0.69,1.13,400,400,20.858106456432594,0.9190354347229004,25.93577115527292,0.9846016764640808,28.49988371718005,0.9869033694267273,2.5641125619071303,0.0023016929626464844,0.65<=A<0.75,1.1<=beta<1.4,0.65<=A<0.75 | 1.1<=beta<1.4,baseline_weakest_25
21,118_0.68_1.96.png,118,0.68,1.96,400,400,17.137817356880298,0.8440964818000793,24.834039775650435,0.9782525300979614,25.649836250110866,0.9784289002418518,0.8157964744604307,0.00017637014389038086,0.65<=A<0.75,beta>=1.7,0.65<=A<0.75 | beta>=1.7,baseline_weakest_25
22,119_0.81_0.75.png,119,0.81,0.75,400,400,23.726289763331533,0.9448643326759338,26.830769905504507,0.9878177642822266,29.38343388350885,0.9902728796005249,2.552663978004343,0.00245511531829834,0.75<=A<0.85,beta<0.8,0.75<=A<0.85 | beta<0.8,baseline_weakest_25
23,11_0.98_0.72.png,11,0.98,0.72,400,400,18.03385224616276,0.9308559894561768,37.55640141314592,0.9956089854240417,35.62888222626584,0.9956389665603638,-1.9275191868800832,2.9981136322021484e-05,A>=0.95,beta<0.8,A>=0.95 | beta<0.8,baseline_strongest_25
24,120_0.8_0.89.png,120,0.8,0.89,400,400,22.402664948881444,0.931528627872467,26.838265545732046,0.9873870015144348,29.38400419183249,0.9892888069152832,2.5457386461004425,0.0019018054008483887,0.75<=A<0.85,0.8<=beta<1.1,0.75<=A<0.85 | 0.8<=beta<1.1,baseline_weakest_25
25,121_0.86_1.21.png,121,0.86,1.21,400,400,12.647723528037101,0.7740514278411865,29.466900372971633,0.9757521152496338,30.14254645889966,0.979453980922699,0.675646085928026,0.0037018656730651855,0.85<=A<0.95,1.1<=beta<1.4,0.85<=A<0.95 | 1.1<=beta<1.4,baseline_middle_50
26,122_0.94_1.72.png,122,0.94,1.72,400,400,9.075501060980086,0.6610303521156311,27.624343178721254,0.9694333672523499,28.73606710809429,0.9717047214508057,1.111723929373035,0.0022713541984558105,0.85<=A<0.95,beta>=1.7,0.85<=A<0.95 | beta>=1.7,baseline_weakest_25
27,123_0.59_0.7.png,123,0.59,0.7,400,400,21.21668506204631,0.9254453182220459,33.42397985804964,0.9851692318916321,32.65924653679059,0.9884242415428162,-0.764733321259051,0.003255009651184082,A<0.65,beta<0.8,A<0.65 | beta<0.8,baseline_middle_50
28,124_1.0_0.82.png,124,1.0,0.82,400,400,13.670452635078593,0.8206385970115662,30.063241098275665,0.9793014526367188,28.973631968942158,0.9825122356414795,-1.0896091293335068,0.003210783004760742,A>=0.95,0.8<=beta<1.1,A>=0.95 | 0.8<=beta<1.1,baseline_middle_50
29,125_0.57_1.94.png,125,0.57,1.94,400,400,11.135551263404846,0.680870771408081,28.40868183708631,0.9826380610466003,27.159577317181572,0.9806712865829468,-1.249104519904737,-0.0019667744636535645,A<0.65,beta>=1.7,A<0.65 | beta>=1.7,baseline_weakest_25
30,126_0.64_1.73.png,126,0.64,1.73,400,400,11.23489240136177,0.6935153603553772,30.066511174114837,0.9857797622680664,29.03276779857179,0.984652042388916,-1.0337433755430467,-0.0011277198791503906,A<0.65,beta>=1.7,A<0.65 | beta>=1.7,baseline_middle_50
31,127_0.57_0.92.png,127,0.57,0.92,400,400,17.4635706871789,0.8673653602600098,30.13418425903073,0.9890972375869751,31.55576480355665,0.991186261177063,1.42158054452592,0.0020890235900878906,A<0.65,0.8<=beta<1.1,A<0.65 | 0.8<=beta<1.1,baseline_middle_50
32,128_0.65_0.67.png,128,0.65,0.67,400,400,19.36721281038843,0.9020578265190125,32.17186395046189,0.9912618398666382,32.88871405175055,0.9924531579017639,0.7168501012886566,0.0011913180351257324,0.65<=A<0.75,beta<0.8,0.65<=A<0.75 | beta<0.8,baseline_middle_50
33,129_0.76_1.71.png,129,0.76,1.71,400,400,11.7347034363892,0.666666567325592,32.516827855049556,0.9737818837165833,30.634799077604697,0.9603674411773682,-1.8820287774448587,-0.013414442539215088,0.75<=A<0.85,beta>=1.7,0.75<=A<0.85 | beta>=1.7,baseline_middle_50
34,12_0.75_1.95.png,12,0.75,1.95,400,400,13.631057796401361,0.8160576224327087,31.690338163965937,0.9886382818222046,31.320394379024485,0.9892316460609436,-0.3699437849414515,0.0005933642387390137,0.75<=A<0.85,beta>=1.7,0.75<=A<0.85 | beta>=1.7,baseline_middle_50
35,130_0.9_0.92.png,130,0.9,0.92,400,400,15.225630339908056,0.7797244191169739,32.79678521702108,0.9814594984054565,31.134469436407755,0.9663097262382507,-1.6623157806133264,-0.01514977216720581,0.85<=A<0.95,0.8<=beta<1.1,0.85<=A<0.95 | 0.8<=beta<1.1,baseline_middle_50
36,131_0.72_0.59.png,131,0.72,0.59,400,400,22.02968220186722,0.8977658748626709,34.51481469889654,0.9801543354988098,33.71254000122812,0.974595844745636,-0.8022746976684161,-0.005558490753173828,0.65<=A<0.75,beta<0.8,0.65<=A<0.75 | beta<0.8,baseline_middle_50
37,132_1.0_1.29.png,132,1.0,1.29,400,400,11.508636285997667,0.683469295501709,30.639331455151904,0.973677933216095,29.1233264055208,0.9531573057174683,-1.5160050496311044,-0.02052062749862671,A>=0.95,1.1<=beta<1.4,A>=0.95 | 1.1<=beta<1.4,baseline_middle_50
38,133_0.67_1.65.png,133,0.67,1.65,400,400,14.54503550957278,0.7812089920043945,29.425342419187253,0.9872965216636658,29.66286769795265,0.9847827553749084,0.2375252787653963,-0.0025137662887573242,0.65<=A<0.75,1.4<=beta<1.7,0.65<=A<0.75 | 1.4<=beta<1.7,baseline_middle_50
39,134_0.53_0.77.png,134,0.53,0.77,400,400,20.059476479201336,0.9260807633399963,31.525369426578052,0.9936665892601013,30.373717473613837,0.990429699420929,-1.1516519529642153,-0.0032368898391723633,A<0.65,beta<0.8,A<0.65 | beta<0.8,baseline_middle_50
40,135_0.54_1.58.png,135,0.54,1.58,400,400,15.87693915722324,0.8100388050079346,28.11136214532891,0.989168643951416,29.81354117379547,0.9870902299880981,1.7021790284665599,-0.002078413963317871,A<0.65,1.4<=beta<1.7,A<0.65 | 1.4<=beta<1.7,baseline_weakest_25
41,136_0.75_0.8.png,136,0.75,0.8,400,400,18.04796452395559,0.8972182869911194,33.24099332079278,0.9937466979026794,30.99422293692513,0.9893423318862915,-2.246770383867652,-0.0044043660163879395,0.75<=A<0.85,0.8<=beta<1.1,0.75<=A<0.85 | 0.8<=beta<1.1,baseline_middle_50
42,137_0.99_1.98.png,137,0.99,1.98,400,400,8.200817841122905,0.6581417322158813,26.787896437283003,0.970044732093811,28.376843854677283,0.9767681360244751,1.5889474173942801,0.0067234039306640625,A>=0.95,beta>=1.7,A>=0.95 | beta>=1.7,baseline_weakest_25
43,138_1.0_1.48.png,138,1.0,1.48,400,400,9.819796892452842,0.7136504054069519,31.63032155270308,0.982083797454834,31.170983646503913,0.9837679862976074,-0.4593379061991669,0.0016841888427734375,A>=0.95,1.4<=beta<1.7,A>=0.95 | 1.4<=beta<1.7,baseline_middle_50
