index,filename,image_id,airlight,beta,height,width,baseline_psnr,baseline_ssim,current_psnr,current_ssim,delta_psnr,delta_ssim,lf_target_residual_norm,lf_current_residual_norm,lf_residual_error_norm,lf_residual_norm_ratio,lf_residual_error_ratio,lf_residual_cosine,lf_residual_sign_agreement,lf_luma_target_residual_norm,lf_luma_current_residual_norm,lf_luma_norm_ratio,lf_luma_residual_cosine,lf_luma_sign_agreement,lf_residual_error_bias_r,lf_residual_error_bias_g,lf_residual_error_bias_b,lf_residual_error_bias_luma,lf_baseline_mse,lf_current_mse,lf_mse_delta,lf_baseline_mae,lf_current_mae,lf_mae_delta,lf_luma_baseline_mse,lf_luma_current_mse,lf_luma_mse_delta,airlight_bin,beta_bin,baseline_strength_bin
1,1000_0.73_1.8.png,1000,0.73,1.8,480,640,28.7030222516761,0.9892829060554504,29.083606036605914,0.9898658394813538,0.38058378492981504,0.0005829334259033203,34.22913360595703,8.367474555969238,32.780181884765625,0.24445475752599866,0.9576690506434776,0.2917267978191376,0.552212655544281,19.596092224121094,4.5209808349609375,0.23070828526699835,0.269613653421402,0.5432654023170471,-0.003219634061679244,-0.004342223051935434,-0.0051218545995652676,-0.00409544724971056,0.0012713037431240082,0.0011659510200843215,-0.00010535272303968668,0.028447868302464485,0.026981867849826813,-0.0014660004526376724,0.0012500222073867917,0.0011610481888055801,-8.897401858121157e-05,0.65<=A<0.75,beta>=1.7,baseline_weakest_25
2,100_0.5_1.76.png,100,0.5,1.76,400,400,33.00497869268346,0.9853483438491821,28.333793097829883,0.9874917268753052,-4.671185594853576,0.002143383026123047,14.074441909790039,19.536426544189453,25.467504501342773,1.3880782392231206,1.809485922395817,-0.12516513466835022,0.5573300719261169,8.205272674560547,11.29983139038086,1.3771427030590484,-0.14099512994289398,0.5569589734077454,-0.01534466352313757,-0.01582714170217514,-0.014921369962394238,-0.01557962317019701,0.00041268731001764536,0.00135123694781214,0.0009385496377944946,0.016295263543725014,0.025408398360013962,0.009113134816288948,0.00042079060222022235,0.0013822393957525492,0.0009614487935323268,A<0.65,beta>=1.7,baseline_middle_50
3,101_0.83_1.44.png,101,0.83,1.44,400,400,26.045102524427165,0.9665688276290894,23.83835743973669,0.9636284112930298,-2.206745084690475,-0.0029404163360595703,33.942481994628906,13.800354957580566,44.05850601196289,0.40658060774001,1.2980343045901817,-0.6389696002006531,0.14499753713607788,19.461380004882812,7.899608135223389,0.40591202336326593,-0.6458049416542053,0.14206191897392273,0.055756449699401855,0.05641963332891464,0.0573689304292202,0.05632956326007843,0.0024001917336136103,0.004044066183269024,0.0016438744496554136,0.04312163591384888,0.05664833262562752,0.01352669671177864,0.0023671581875532866,0.003998235799372196,0.0016310776118189096,0.75<=A<0.85,1.4<=beta<1.7,baseline_weakest_25
4,102_0.67_1.36.png,102,0.67,1.36,400,400,25.386512653192476,0.9676603674888611,24.236561475140324,0.9634947776794434,-1.1499511780521523,-0.004165589809417725,36.81714630126953,8.859004974365234,42.09690856933594,0.24062171744309682,1.143404983777473,-0.5183992385864258,0.232472762465477,21.242143630981445,5.04997444152832,0.23773374896886515,-0.5220500826835632,0.23572500050067902,0.053636521100997925,0.054212260991334915,0.05484001338481903,0.05411168187856674,0.0028239625971764326,0.003691978519782424,0.0008680159226059914,0.047368936240673065,0.05423430725932121,0.006865371018648148,0.0028201788663864136,0.0036795868072658777,0.0008594079408794641,0.65<=A<0.75,1.1<=beta<1.4,baseline_weakest_25
5,103_0.94_0.98.png,103,0.94,0.98,400,400,28.2317729962819,0.9758071899414062,26.528454063404272,0.9736794233322144,-1.7033189328776288,-0.0021277666091918945,26.09516143798828,9.163959503173828,32.10598373413086,0.35117466220512844,1.2303424069794129,-0.555875837802887,0.1971787065267563,14.88442325592041,5.236278533935547,0.3517958636289633,-0.5573651194572449,0.19878149032592773,0.03643384203314781,0.03602534532546997,0.03802460804581642,0.03637540340423584,0.0014186614425852895,0.0021474880632013083,0.0007288266206160188,0.03138752281665802,0.03927293419837952,0.007885411381721497,0.0013846628135070205,0.002099035307765007,0.0007143724942579865,0.85<=A<0.95,0.8<=beta<1.1,baseline_weakest_25
6,104_0.91_1.41.png,104,0.91,1.41,400,400,26.786631166393924,0.9664916396141052,24.154585982412954,0.962372899055481,-2.6320451839809706,-0.004118740558624268,30.868927001953125,15.08820629119873,42.31814956665039,0.4887829852409213,1.3708979765954565,-0.655150294303894,0.15106137096881866,17.60270881652832,8.64632797241211,0.4911930352613408,-0.6598197817802429,0.1482149064540863,0.05072407051920891,0.050947800278663635,0.052893638610839844,0.05110273137688637,0.001985189039260149,0.003730887547135353,0.001745698507875204,0.03692152723670006,0.0528990812599659,0.01597755402326584,0.0019365960033610463,0.003659136826172471,0.0017225408228114247,0.85<=A<0.95,1.4<=beta<1.7,baseline_weakest_25
7,105_0.84_0.8.png,105,0.84,0.8,400,400,24.968379550928535,0.9776399731636047,25.794656549643122,0.9795946478843689,0.8262769987145866,0.00195467472076416,38.820091247558594,12.022786140441895,35.2359733581543,0.3097052519472893,0.9076736356298569,0.439201295375824,0.5368780493736267,21.908432006835938,7.026676177978516,0.3207293053097561,0.4367965757846832,0.4138422906398773,-0.04953097552061081,-0.038965750485658646,-0.03426986187696457,-0.04158942028880119,0.003139581996947527,0.0025866120122373104,-0.0005529699847102165,0.0394834540784359,0.04101725295186043,0.00153379887342453,0.0029998712707310915,0.0024679352063685656,-0.0005319360643625259,0.75<=A<0.85,0.8<=beta<1.1,baseline_weakest_25
8,106_0.59_1.07.png,106,0.59,1.07,400,400,27.983348074639423,0.981447160243988,27.96966657098106,0.9809557199478149,-0.013681503658361294,-0.0004914402961730957,27.05523681640625,10.452892303466797,27.068693161010742,0.38635375378152964,1.00049736561893,0.19188913702964783,0.39270341396331787,14.81232738494873,6.109507083892822,0.4124609809867478,0.1718595325946808,0.28478750586509705,-0.04226503148674965,-0.03051426075398922,-0.027262374758720398,-0.033657025545835495,0.0015249705174937844,0.0015264878747984767,1.5173573046922684e-06,0.027702970430254936,0.033460114151239395,0.005757143720984459,0.0013712814543396235,0.001410161959938705,3.8880505599081516e-05,A<0.65,0.8<=beta<1.1,baseline_weakest_25
9,107_0.89_1.5.png,107,0.89,1.5,400,400,23.85805361085584,0.9720098376274109,25.340984198773636,0.9759136438369751,1.4829305879177959,0.003903806209564209,44.13102340698242,14.076506614685059,37.068695068359375,0.3189707722132243,0.8399690785891532,0.6210510730743408,0.6015735864639282,25.153955459594727,7.866973400115967,0.3127529351299375,0.6621688008308411,0.7016900181770325,-0.04450530186295509,-0.03323909267783165,-0.026105931028723717,-0.03579450771212578,0.0040573906153440475,0.0028626839630305767,-0.0011947066523134708,0.04071827977895737,0.03812599182128906,-0.0025922879576683044,0.0039545088075101376,0.002703396836295724,-0.0012511119712144136,0.85<=A<0.95,1.4<=beta<1.7,baseline_weakest_25
10,108_0.73_1.27.png,108,0.73,1.27,400,400,25.237109903276092,0.977318525314331,26.41685705613069,0.9791178703308105,1.179747152854599,0.0017993450164794922,37.5667724609375,10.817605018615723,32.64391326904297,0.28795673170656416,0.8689570897522966,0.5692395567893982,0.5050114989280701,21.12424087524414,6.092082500457764,0.28839296694430233,0.6247805953025818,0.4015306234359741,-0.0447533018887043,-0.030461596325039864,-0.024956298992037773,-0.03410721197724342,0.0029401301871985197,0.0022200520616024733,-0.0007200781255960464,0.036143820732831955,0.03522798418998718,-0.0009158365428447723,0.002788959536701441,0.0020158763509243727,-0.0007730831857770681,0.65<=A<0.75,1.1<=beta<1.4,baseline_weakest_25
